,ID,Título,Enlace,Precio,Detalles,Descripción
124,105340672,"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/inmueble/105340672/,2.850.000€,8 hab. | 302 m² | Planta 2ª exterior con ascensor,"Se trata de un fabuloso piso a reformar de 302 m2 que ocupa toda una planta de un regio edificio modernista en la confluencia del Passeig de Gracia con la calle Consell de Cent.
El piso, que se utilizó últimamente como despacho, es idóneo para acometer un proyecto de renovación completo para crear una vivienda de excepción, ya que la altura de sus techos y sus 12 balconeras y ventanales le confieren una especial luminosidad y presencia, así como diversas opciones de distribución, para adaptarlo a las preferencias de un nuevo propietario.
A de"
125,103725189,"Piso en avenida de Sarrià, Les Corts, Barcelona",https://www.idealista.com/inmueble/103725189/,1.000.000€,4 hab. | 175 m² | Planta 3ª exterior con ascensor,"Se vende magnífica vivienda en avenida Sarria!
UNA ZONA muy COTIZADA DE BARCELONA, cerca de pl. Francesc Macià, Diagonal!
Se trata de una de las zonas más céntricas de la ciudad, considerada por muchos, el business centro de Barcelona con una gran colección de edificios modernistas, avenidas anchas!
Exclusivo piso reformado de 172 m² con un balcón, lo suficiente grande como para poner una mesa con sillas. El apartamento esta orientado a dos lados, sur y norte, así que hay sol de la mañana y de la tarde. Lo encontramos en una ubicación privi"
126,106149506,"Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/inmueble/106149506/,595.000€,3 hab. | 79 m² | Planta 4ª exterior con ascensor,"GuinotPrunera presenta piso para entrar a vivir en Ronda Sant Pere, a escasos metros de Plaza Cataluña, en la misma manzana del corte inglés, en una bonita finca regia, encontramos este precioso piso de 79 m² con materiales y acabados de primera calidad.
La propiedad, tiene un salón-comedor muy luminoso y tranquilo, cocina y dos baños completos, consta de 3 habitaciones, una en suite, una doble y un individual (estas dos últimas tiene acceso a un patio cubierto e interior).
ITE pasada con certificado de aptitud.
Esta propiedad está situada a po"
127,104648163,"Piso en calle de Balmes, 433, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/inmueble/104648163/,1.945.000€,4 hab. | 317 m² | Bajo exterior con ascensor,"Exclusiva planta baja en venta de 146m² construidos más terraza y jardín privado de 172m² y sala polivalente de 115m² construidos con acceso al jardín. La vivienda forma parte de la promoción de viviendas de lujo en venta en Balmes 433, junto a la Plaza Kennedy y a la Avenida Tibidabo, una de las zonas residenciales más prestigiosas de Barcelona.
""La vivienda está amueblada por prestigioso estudio de interiorismo"".
Piso con amplio y luminoso salón comedor dotado de amplios ventanales. Moderna cocina equipada con mobiliario IN STUDIO y electr"
128,106210831,"Piso en calle del Ferrocarril, El Poblenou, Barcelona",https://www.idealista.com/inmueble/106210831/,486.000€,2 hab. | 63 m² | Bajo exterior sin ascensor,"¡Tu nuevo hogar en El Poblenou te espera! Este piso ofrece una ubicación privilegiada, a pocos metros de la playa y muy cerca de la vibrante rambla del Poblenou, rodeado de tiendas, servicios y opciones de transporte.
Con 63 m², esta vivienda cuenta con un amplio y luminoso salón que conecta directamente con una increíble terraza de 40 m², ideal para relajarse al sol. Dispone de dos habitaciones exteriores, una doble con armarios empotrados y otra individual.
La cocina está totalmente equipada y abierta al salón, y el baño incluye una moderna"
129,105581104,"Piso en calle de l'Emancipació, Les Tres Torres, Barcelona",https://www.idealista.com/inmueble/105581104/,1.550.000€,5 hab. | 212 m² | Planta 1ª exterior con ascensor,"Descubre esta joya en una de las zonas más prestigiosas de Tres Torres. Este magnífico piso de 212 metros cuadrados ofrece una oportunidad excepcional para crear la vivienda de tus sueños, con un espacio amplio luminoso y versátil.
El piso cuenta con una espléndida terraza que ofrece vistas despejadas y una luminosidad natural incomparable. Además, dispone de dos plazas de parking y dos trasteros, proporcionando un extra de comodidad y espacio de almacenamiento. La distribución incluye cuatro elegantes habitaciones dobles, ideales para una fam"
130,105759795,"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/inmueble/105759795/,660.000€,6 hab. | 167 m² | Planta 2ª interior con ascensor,"Oportunidad única y exclusiva de adquirir un piso para reformar en pleno corazón de Barcelona junto al Paseo Sant Joan, con la posibilidad de redistribuirlo según sus preferencias. Situado en una calle amplia, en una finca señorial cercana a la Sagrada Familia, este tercer piso real ofrece confort y potencial.
Con un total de seis habitaciones, dos baños, esta propiedad cuenta con una distribución versátil que se ajusta a sus necesidades. Los techos de suelos altos, los grandes ventanales y los suelos hidráulicos añaden un toque elegante y dis"
131,,No disponible,No disponible,No disponible,No disponible,No disponible
132,105464722,"Piso en calle de Balmes, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/inmueble/105464722/,1.260.000€,4 hab. | 224 m² | Planta 7ª exterior con ascensor,"Precioso piso con muchísima luz natural por su doble orientación y con una gran terraza que da a la parte trasera orientación sur y con espectaculares vistas a Tibidabo y a la Sagrada Familia.
La vivienda familiar consta de grandes dimensiones en la que a través de su distribuidor principal se descubre las zonas de día y de noche.
Sólo cruzar la puerta principal de la vivienda te imaginas la vida que vas tener en ella.
En la zona de día un gran salón comedor familiar con una sala anexa a modo de despacho o zona de lectura con luz natural que"
133,103710364,"Piso en calle de Balmes, El Putxet i el Farró, Barcelona",https://www.idealista.com/inmueble/103710364/,1.975.000€,6 hab. | 375 m² | Planta 4ª exterior con ascensor,"Señorial y segregable vivienda en Plaza Kennedy, junto a la Avenida del Tibidabo.
La espectacular entrada incluyen un amplio recibidor con un baño de cortesía renovado y una biblioteca u oficina con balcón adyacente al amplio salón con chimenea.
La zona de comedor y la terraza cubierta se encuentra a continuación del salón (es posible abrirla como estaba originalmente). La terraza, orientada a sudoeste y de 27m2, actualmente está semicubierta, ya que creó en su momento como zona de juegos para los niños y puede ser abierta nuevamente. Orienta"
134,105303126,"Piso en calle de Larrard, La Salut, Barcelona",https://www.idealista.com/inmueble/105303126/,690.000€,5 hab. | 130 m² | Planta 3ª exterior con ascensor,"Ubicado cerca del Parque Güell, presentamos este magnífico piso exterior en una esquina del edificio en el último piso con una terraza de 15 m² que ofrece vistas impresionantes El piso se compone de un recibidor que da acceso a una cocina office y un lavadero un amplio salón-comedor de 25 m² con salida directa a la terraza una habitación suite con baño privado y un gran ventanal que da a la zona ajardinada del complejo, con cuatro habitaciones adicionales todas exteriores y un baño compartido Además este piso incluye una plaza de parking y un t"
135,106535641,"Piso en calle de Ramon Turró, La Vila Olímpica del Poblenou, Barcelona",https://www.idealista.com/inmueble/106535641/,895.000€,3 hab. | 122 m² | Planta 4ª exterior con ascensor,"Presentamos este espectacular ÁTICO TRÍPLEX en Vila Olímpica, una de las zonas más demandadas de Barcelona, conocida por su proximidad a la playa y su ambiente vibrante. Este inmueble, ubicado en los icónicos edificios diseñados por Josep Ferrater en 1992, combina modernidad y confort, destacándose por su luminosidad, espacios abiertos y una ubicación única. Además, se trata de una de las pocas comunidades de la zona que cuenta con piscina y jardín comunitarios, lo que aporta un valor añadido en un entorno urbano de alta demanda.
Distribución"
136,104828852,"Piso en calle del Comte d'Urgell, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/inmueble/104828852/,649.000€,3 hab. | 98 m² | Planta 2ª exterior con ascensor,"Bienvenido a esta elegante propiedad ubicada en una de los barrios con más demanda, L'Antiga Esquerra de l'Eixample, exactamente en la intersección de las calles Comte d'Urgell y Provença. Este espacioso piso ofrece un estilo de vida sofisticado y cómodo, listo para ser habitado de inmediato.
Amplio y luminoso salón comedor, el corazón de la casa. Desde aquí accedemos a una encantadora terraza, donde podrás disfrutar de las vistas urbanas.
La cocina, equipada y con acabados de calidad. Además, una galería proporciona un espacio adicional para a"
137,105322170,"Piso en calle d'August Font, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/inmueble/105322170/,845.000€,4 hab. | 150 m² | Planta 2ª exterior sin ascensor,"Ubicado junto a la icónica Carretera de les Aigües, este piso distribuido en cinco niveles te invita a vivir una experiencia única en un entorno mágico y natural. Aquí, los sonidos de la naturaleza te acompañan cada día, con el canto de los pajaritos creando una atmósfera de serenidad y paz.
Los grandes ventanales de la propiedad ofrecen impresionantes vistas panorámicas tanto al mar como a la montaña, permitiendo que la luz natural inunde cada rincón del hogar. Esta abundante luz natural resalta la excelente distribución del espacio, proporci"
138,105437227,"Piso en paseo de Manuel Girona, 15, Sarrià, Barcelona",https://www.idealista.com/inmueble/105437227/,1.390.000€,4 hab. | 180 m² | Planta 10ª exterior con ascensor,"Sumérgete en la elegancia y el confort de esta magnífica novena planta ubicada en la prestigiosa zona de Sarrià, Barcelona. En el Paseo Manel Girona.
Al entrar en esta propiedad de 179 m² útiles, te recibe una atmósfera cálida y a la vez elegante, fruto de una reforma con materiales de calidad. que ha combinado un diseño moderno con la comodidad cotidiana.
El salón, bañado en luz natural, te invita a relajarte disfrutando de unas vistas panorámicas inmejorables a la cuidad de Barcelona y al mar, que se asoman por las ventanas y por el acceso a"
139,104596871,"Casa o chalet independiente en calle de l'Avet, Vallvidrera - El Tibidabo i les Planes, Barcelona",https://www.idealista.com/inmueble/104596871/,1.340.000€,5 hab. | 447 m²,"¡Bienvenidos a esta joya exclusiva presentada por Coldwell Banker Llebrenc! Descubre esta espectacular residencia ubicada en una de las áreas más apacibles y convenientemente conectadas del prestigioso barrio de Vallvidrera.
Con una arquitectura impresionante, esta propiedad ofrece 382 m2 de lujo distribuidos en cuatro plantas. Al adentrarte, serás recibido por un amplio acceso que conduce a un cómodo despacho con baño y un espacioso estacionamiento en la planta baja.
En la primera planta, te espera una impresionante cocina, un salón-comedor"
140,105591642,"Piso en plaza Tetuan, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/inmueble/105591642/,570.000€,3 hab. | 126 m² | Planta 1ª exterior con ascensor,"Piso reformado de 126m² en Plaza Tetuán.
Se entrega con una plaza de parking incluida en el precio.
Consta de gran zona de día exterior con salida a balcón en la que se integran espacios de salón comedor y cocina con salida a galería cubierta y patio interior.
Tres dormitorios, dos dobles y uno individual; el dormitorio principal, en suite con baño completo con plato de ducha y zona de vestidor.
El otro dormitorio doble tiene salida a otro patio interior.
Completa el inmueble otro baño completo con plato de ducha.
Aire acondicionado en sa"
141,105279387,"Piso en calle de les Tres Torres, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/inmueble/105279387/,2.750.000€,5 hab. | 230 m² | Entreplanta exterior con ascensor,"EN EXCLUSIVA espectacular oasis con jardín de 140m2 y piscina privada en Tres Torres, a dos calles del Turó Park. Piso esquinero y completamente exterior, reformado íntegramente en 2022 con unos excelentes acabados.
La vivienda ofrece un amplio salón comedor con acceso directo a la zona exterior a través de una imponente puerta corredera automática de grandes dimensiones que fusiona armoniosamente ambos espacios. La cocina office, integrada con el salón, también cuenta con acceso al jardín. Junto a esta encontramos la zona de servicio con dormi"
142,104879242,"Piso en calle de Bertran, El Putxet i el Farró, Barcelona",https://www.idealista.com/inmueble/104879242/,1.485.000€,6 hab. | 256 m² | Planta 5ª exterior con ascensor,"Ático dúplex luminoso con vistas panorámicas y 3 plazas de parking incluidas. Esta exclusiva propiedad de 256 m², orientada a tres vientos, ofrece impresionantes vistas despejadas al Tibidabo y la Zona Alta de Barcelona, proporcionando un entorno privilegiado. Situado en un edificio bien conservado de 1975, contar con tres plazas de aparcamiento es un verdadero lujo en la ciudad.
El acceso al ático se realiza por la planta principal, donde encontrarás una cocina totalmente equipada con comedor, un amplio y luminoso salón con salida directa a u"
143,105395911,"Piso en calle de Santa Fe de Nou Mèxic, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/inmueble/105395911/,1.165.000€,5 hab. | 157 m² | Planta 3ª exterior con ascensor,"Un encantador y bien distribuido apartamento soleado situado en una de las calles más deseables de la zona de Turo Park - Santa Fe de Nou Mèxic.
La sala principal, amplía y luminosa, da a la calle y se abre a una espaciosa terraza con vistas impresionantes.
En la zona de noche, hay cuatro dormitorios: dos que dan a un tranquilo patio verde, y dos habitaciones individuales interiores con mucha luz natural. Además, hay otro dormitorio cerca de la entrada y la cocina, ideal para el personal de servicio o para ser convertido en un tercer baño como"
144,103241480,"Chalet adosado en Passatge de Güell, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/inmueble/103241480/,1.850.000€,7 hab. | 270 m²,"Casa a reformar con acceso a través de un pasaje privado que le brinda tranquilidad y privacidad, a un paso de calle Mandri y de Plaza Bonanova.
Esta maravillosa casa de estilo Inglés ofrece la oportunidad de reformarla a tu gusto y convertirla en una pieza única. Son tres plantas comunicadas por una escalera y ascensor, más la azotea.
Entramos a esta propiedad a través de un bonito jardín privado. Un amplio recibidor comunica con el salón comedor, con acceso a un encantador patio que le brinda mucha luz natural. La cocina office y el aseo de"
145,104609264,"Piso en calle de Dalmases, Les Tres Torres, Barcelona",https://www.idealista.com/inmueble/104609264/,1.595.000€,6 hab. | 290 m² | Planta 2ª con ascensor,"Gran piso ubicado en la zona alta de Tres Torres. Piso exterior a tres vientos con mucha luz natural y en perfecto estado.
Accedemos a través de un amplio distribuidor que conecta las zonas de día y de noche.
En la zona de día tenemos un gran salón comedor en dos ambientes con salida a una agradable terraza con vistas despejadas. La cocina que está recién reformada y totalmente equipada, dispone de un comedor de diario independiente con salida directa a la terraza. Espacio para el servicio con zona de lavado, planchado y despensa, además de un"
146,106030716,"Piso en paseo de Garcia Fària, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/inmueble/106030716/,1.525.000€,4 hab. | 169 m² | Planta 9ª exterior con ascensor,"Luminoso piso en novena planta con amplia terraza y espectaculares vistas al mar, la ciudad y zonas verdes.
Espectacular piso situado en una novena planta, en una de las torres de la Illa de la Llum. Esta vivienda consta de 145m2 construidos con una terraza de unos 48m2 con vistas espectaculares a la ciudad, al parque y al mar.
La propiedad esta distribuida excelentemente, con su zona de día y de noche. Tiene en total 4 habitaciones, 3 dobles y 1 individual, 2 amplios baños, cuarto de lavandería, cocina office junto a un gran salón comedor y"
147,,No disponible,No disponible,No disponible,No disponible,No disponible
148,106036962,"Chalet pareado en calle de Sant Gervasi de Cassoles, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/inmueble/106036962/,1.995.000€,5 hab. | 525 m²,"Luminoso chalet de cuatro plantas en el prestigioso barrio de La Bonanova en Barcelona.
La vivienda consta de 525 m2, de los cuales 455 m2 son útiles, distribuidos en sus cuatro plantas:
En la primera planta encontramos el recibidor, que tiene un distribuidor con armarios empotrados, un aseo y un espacio para despacho.
Destacamos dentro de la casa una preciosa biblioteca de gran altura.
En la segunda planta hay un gran salón con ventanales desde dónde entra mucha luz natural, y que dan acceso a la terraza de 20 m2, . En esta zona también h"
149,104965887,"Piso en calle del Consell de Cent, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/inmueble/104965887/,760.000€,5 hab. | 163 m² | Planta 1ª exterior con ascensor,"Espléndido piso de 163m2 en venta en L'Antiga Esquerra de l'Eixample, con terraza exclusiva de 60m2. Esta espectacular Finca Regia ha sido completamente renovada, conservando cuidadosamente elementos originales restaurados.
Destaca por su Tribuna Modernista y luminoso salón con balcón, ofreciendo un ambiente cálido y acogedor gracias a sus techos altos y amplios ventanales.
Consta de 5 habitaciones, incluyendo una suite de 24m2 con vestidor, además de un baño completo con bañera y otro con plato de ducha. La cocina recientemente renovada presen"
150,105266757,"Piso en avenida de la Riera de Cassoles, 57, El Putxet i el Farró, Barcelona",https://www.idealista.com/inmueble/105266757/,450.000€,2 hab. | 70 m² | Planta 1ª exterior con ascensor,"Fantástico piso totalmente rehabilitado y a estrenar en el centro de Barcelona.
Este increíble piso de 70 m² construidos disfruta de una ubicación privilegiada en pleno centro de Barcelona, a pocos pasos de Plaza Lesseps, el barrio de Gracia y Ronda General Mitre. La zona combina el encanto histórico y cultural de la ciudad con una amplia oferta de servicios, tiendas, boutiques de lujo, centros comerciales y transporte público en los alrededores.
Distribución y características:
Salón-comedor: Acogedor y exterior, perfecto para disfrutar de l"
151,105851705,"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/inmueble/105851705/,1.250.000€,5 hab. | 181 m² | Planta 1ª exterior con ascensor,"Nos enorgullece presentar esta magnífica propiedad de 5 dormitorios y 3 baños, ubicada en la privilegiada calle peatonal de Consell de Cent, a pocos pasos del emblemático Arco de Triunfo. Este piso, en buen estado, ofrece una oportunidad única de reforma para modernizarlo y adaptarlo a tus gustos, aprovechando al máximo su excelente distribución.
Al ingresar, serás recibido por un espacioso interior con un salón comedor muy amplio y luminoso. La propiedad cuenta con cuatro habitaciones dobles y una habitación individual, incluida una lujosa su"
152,103737928,"Piso en Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/inmueble/103737928/,1.250.000€,4 hab. | 165 m² | Planta 7ª exterior con ascensor,"Magnífico piso reformado en la Bonanova con vista sobre Barcelona.
Ubicado en una planta alta, este apartamento se beneficia de abundante luz natural durante todo el día, creando un ambiente cálido y acogedor que le hará sentirse como en su propio hogar. Desde sus amplios ventanales, se puede disfrutar de impresionantes vistas del barrio de la Bonanova, así como del mar y las montañas de Collserola.
El apartamento tiene un amplio espacio, lo que le permite crear la zona de estar ideal que se adapte a su estilo y preferencias. El espacio inter"
153,102795136,"Piso en Pedralbes, Barcelona",https://www.idealista.com/inmueble/102795136/,2.100.000€,5 hab. | 280 m² | Bajo exterior con ascensor,"Este amplio piso familiar en dúplex (planta baja y primer piso) está ubicado en el corazón de Pedralbes y da la sensación de estar en una casa, con su bonito jardín privado de unos 100m2. Bien orientado, es luminoso y soleado.
En la planta superior encontramos: una gran sala de estar/comedor que se abre a una terraza cubierta, una amplia cocina con zona de comedor, la suite principal, una habitación de servicio y un lavadero (con descalcificador de agua).
En la planta inferior, encontramos 2 amplias habitaciones que comparten un baño y otra"
154,106521788,"Piso en Gran Via de les Corts Catalanes, El Fort Pienc, Barcelona",https://www.idealista.com/inmueble/106521788/,479.000€,2 hab. | 75 m² | Planta 3ª interior con ascensor,"Docta ofrece la venta de esta vivienda exclusiva de diseño en Gran Via de Les Corts Catalanes, Barcelona. La finca tiene ascensor y fue construida en el año 1930 en excelentes condiciones con ITE.
Detalles del inmueble:
- Sensacional piso de 75m2 (Los metros cuadrados están verificados con la Dirección General de Catastro).
- Cuenta con todas las comodidades para tu hogar, 2 baños y 2 dormitorios dobles. Ideal para parejas o familias amantes del diseño antiguo modernizado.
- Acogedor comedor con cocina americana, techos altos con volta catala"
155,106356273,"Piso en calle de Josep M. Jujol, Vallcarca i els Penitents, Barcelona",https://www.idealista.com/inmueble/106356273/,890.000€,4 hab. | 144 m² | Bajo exterior con ascensor,"PISO CON TERRAZA EN VENTA EN LOS PIES DEL TIBIDABO
Ubicado en un lugar privilegiado, en la falda del Tibidabo, a pocos minutos de plaza Alfonso Comín, cerca de colegios y principales entradas a Barcelona, encontramos este funcional piso de 120 m2, una terraza de unos 80 m2, un patio interior de 9 m2 y una zona ajardinada de 20m2.  
Está situado en una finca de reciente construcción con ascensor, zona comunitaria ajardinada, trastero y aparcamiento. A través del recibidor accedemos a la zona de día que consta   de un salón comedor con salida"
156,105298789,"Piso en calle de la Indústria, La Sagrada Família, Barcelona",https://www.idealista.com/inmueble/105298789/,400.000€,3 hab. | 76 m² | Planta 2ª exterior con ascensor,"¡Ya está aquí el Black Clikday! +50 pisos con hasta un 15% de dto. en las zonas más top de Madrid, Barcelona, Málaga, Sevilla y Girona. Ni te lo pienses y agenda una visita para este piso. ¡Va a volar!
¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.
Exclusivo piso reformado ubicado en el barrio de Sagrada Familia, Barcelona, en Barcelona.
La vivienda está ubicada en la planta 2 exterior con ascensor. Dispone de una superficie total de 76 m², distribuidos en salón y comedor, cocina independiente eq"
157,104435107,"Piso en calle de Lepant, El Fort Pienc, Barcelona",https://www.idealista.com/inmueble/104435107/,360.000€,2 hab. | 66 m² | Planta 4ª exterior con ascensor,"¡Ya está aquí el Black Clikday! +50 pisos con hasta un 15% de dto. en las zonas más top de Madrid, Barcelona, Málaga, Sevilla y Girona. Ni te lo pienses y agenda una visita para este piso. ¡Va a volar!
¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad.
Exclusivo piso reformado ubicado en el barrio de El Fort Pienc, en Barcelona.
La vivienda está ubicada en la planta 4 exterior con ascensor. Dispone de una superficie total de 66 m², distribuidos en salón y comedor, cocina abierta equipada, 2 dormitori"
158,104012569,"Ático en Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/inmueble/104012569/,4.300.000€,4 hab. | 300 m² | Planta 4ª exterior con ascensor,"Exclusivo ático a tres vientos en la zona alta de Barcelona.
Situado en una bonita colina, dentro de nuestra ciudad, que separa el barrio de Galvany del de la Bonanova que permite disfrutar de unas fabulosas vistas al mar y a la montaña.
Es un edificio vanguardista que se construyó en 2010 en una de las zonas más privilegiadas de la ciudad. La fachada moderna y elegante se integra a la perfección en el entorno, creando un ambiente de sofisticación y exclusividad.
Este soleado ático se compone de 292m2 construidos en la planta principal y 280m"
159,104531546,"Piso en calle d'Ausiàs Marc, 16, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/inmueble/104531546/,2.200.000€,4 hab. | 213 m² | Planta 3ª exterior con ascensor,"En una de las mejores zonas de Barcelona, el bajo Ensanche Derecho, en una calle tranquila a 10 minutos caminando de Paseo de Gracia y Plaza Cataluña sale a la venta este piso alto y soleado. Situado en una finca clásica esquinera y con vistas a edificios elegantes.
El piso se vende con muebles de alta gama, consta de 4 habitaciones (2 suites), 3 baños y un aseo además de un lavadero. Su práctica distribución ha creado un amplio salón comedor con balcón y tribuna. Gran cocina marca Mudolnova que viene de Italia con los mejores electrodoméstico"
160,102554621,"Piso en avenida de Sarrià, 51, Les Corts, Barcelona",https://www.idealista.com/inmueble/102554621/,1.000.000€,4 hab. | 175 m² | Planta 3ª exterior con ascensor,"Magnífico y amplio piso reformado a estrenar cerca de Plaza Francesc Macià.
Este sensacional piso reformado a estrenar se encuentra en una ubicación extraordinaria, muy cerca de la plaza Francesc Macià, lo que le permite aprovechar en los alrededores las ventajas del Eixample y de la zona alta de la ciudad. Se trata de un piso de 171 m2 construidos según Catastro (incluyendo elementos comunes) y un balcón con espacio para mesa de desayuno.
La vivienda tiene doble orientación este/oeste a calle y a patio de manzana, por lo que disfruta de sol"
161,106343321,"Ático en paseo del Taulat, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",https://www.idealista.com/inmueble/106343321/,2.450.000€,2 hab. | 183 m² | Planta 22ª exterior con ascensor,"Impresionante ático dúplex con terraza y vistas panorámicas.
Este ático de lujo en primera línea de playa es el hogar de tus sueños con una maravillosa terraza de 80 m2 y espectaculares vistas al mar Mediterráneo y a la ciudad. Se sitúa en el exclusivo edificio Illa del Mar, en el moderno barrio de Diagonal Mar de Barcelona, que ofrece vigilancia 24 horas, conserjería, 2 piscinas, jardín, pista de pádel, gimnasio, sauna y club social. Además, el precio incluye 2 plazas de parking y un trastero.
La vivienda tiene 142 m2 construidos interiore"
162,106525945,"Piso en Pedralbes, Barcelona",https://www.idealista.com/inmueble/106525945/,950.000€,3 hab. | 140 m² | Planta 1ª exterior con ascensor,"Precioso piso de 164 m² catastrales en finca de obra vista en Pedralbes La vivienda dispone de un amplio salón-comedor de 35 m² con salida a una terraza de 13 m², ideal para disfrutar de momentos al aire libre. Cuenta con 4 habitaciones: una suite de 14 m² con salida a balcón y baño completo con bañera; dos habitaciones dobles de 12 y 10 m², exteriores y con salida a balcón, que comparten otro baño con ducha; y un despacho de 6 m² con vistas al patio de luces. Además, la vivienda incluye un aseo de cortesía. La cocina office es amplia, con 18 m"
163,,No disponible,No disponible,No disponible,No disponible,No disponible
164,106471337,"Piso en El Putxet i el Farró, Barcelona",https://www.idealista.com/inmueble/106471337/,550.000€,4 hab. | 95 m² | exterior con ascensor,"ACOGEDOR PISO EN VENTA CON BALCÓN EN SANT GERVASI
Ubicado en una calle semipeatonal, encontramos este luminoso piso de 91m2 con buena orientación. Actualmente dispone de salón comedor con salida a balcón, cocina equipada con electrodomésticos a estrenar, calefacción, cuatro habitaciones, dos dobles, la principal con salida a balcón, dos individuales, dos baños y un amplio recibidor. El piso se encuentra en buen estado, es un lugar idóneo para disfrutar de la calma y el contacto relajado con el exterior que brindan los dos balcones para descans"
165,104375718,"Piso en calle de Còrsega, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/inmueble/104375718/,1.580.000€,3 hab. | 161 m² | Planta 6ª exterior con ascensor,"Exclusivo piso reformado y de diseño en Eixample
Exclusivo apartamento para estrenar, totalmente reformado y diseñado por el estudio de arquitectura Victoria Interiors.
Se sitúa en la 7ª planta real de un gran edificio esquinero de 1960, con ascensor, servicio de consejería y terraza comunitaria.
Ubicado a 3 manzanas de la Avinguda Diagonal y Enrique Granados, el apartamento cuenta con 145 m2 de piso, más trastero de 6m2 y un balcón con vistas despejadas a la ciudad.
La propiedad se ha reformado por completo prestando atención a cada detalle: u"
166,99843249,"Piso en calle de Mossèn Vives, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/inmueble/99843249/,750.000€,2 hab. | 97 m² | Bajo exterior sin ascensor,"VIVIENDA EN VENTA DE DOS HABITACIONES REFORMADA Y CON TERRAZA EN LA BONANOVA
Piso en venta en una de las mejores zonas de Barcelona, a dos pasos de la Plaza Bonanova, con excelente comunicación y muy cerca de todo tipo de comercios, así como de colegios y universidades prestigiosas.
La vivienda, situada en la planta baja de una bonita finca de 1926, con tan solo dos plantas de altura y tres vecinos, cuenta con unos 83 m² construidos, distribuidos en dos dormitorios (uno de ellos en suite), un segundo baño amplio y un espacioso salón comedor c"
167,106092753,"Piso en calle de Ferran Agulló, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/inmueble/106092753/,3.800.000€,5 hab. | 360 m² | exterior con ascensor,"Espectacular piso recién reformado y con magnificas vistas al parque. Orientación perfecta ya que queda enfocado a Mar y con las habitaciones principales exteriores. Dispone de 5 habitaciones, dos habitaciones dobles en suite con la master que dispone de un gran vestidor. Las otras dos habitaciones dobles comparten un baño. A parte dispone de una habitación de servicio con su propio baño.
Su distribución es perfecta puesto que deja todas las estancias íntimas y con privacidad.
La reforma es impecable y con mucho gusto. Aire acondicionado y ca"
168,106448740,"Ático en calle de Girona, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/inmueble/106448740/,1.275.000€,2 hab. | 181 m² | Planta 5ª exterior con ascensor,"ESPECTACULAR ATICO CON TERRAZA EN LA CALLE GIRONA
Le presentamos esta espectacular propiedad reformada en una de las zonas más emblemáticas de la ciudad.
Ubicada en la calle peatonal Girona con una superficie de 144m2 y 72m2 de terraza un 5º real con doble orientación, entre la calle Consejo de Ciento y Diputación, rodeada de servicios y comercios, destaca por su reforma, que se complementa con espacios amplios de gran luminosidad y excelentes acabados. El piso se vende amueblado y con todos los electrodomésticos.
La vivienda se distribuye e"
169,106374488,"Piso en calle de Pizarro, La Barceloneta, Barcelona",https://www.idealista.com/inmueble/106374488/,420.000€,2 hab. | 68 m² | Planta 2ª exterior con ascensor,"PISO CON EXCELENTES ACABADOS Y DISEÑO ACTUAL
En el barrio de la Barceloneta, en la Calle Pizarro, en una finca de 1890, en buen estado de conservación, con ascensor y terrado comunitario practicable, ponemos a la venta este precioso piso reformado con mucho gusto.
El piso se encuentra a tan solo 10 minutos caminando de la playa.
Se encuentra en una tercera planta real de altura y se distribuye como sigue: cocina abierta al salón-comedor, con orientación noreste y salida directa al balcón con vistas a la calle Pizarro.
Dos dormitorios dobles"
